row_id,tic_id,toi_id,Disposition,RA,Dec,Tmag,Epoc,Period,Duration,Transit Depth,Sectors,camera,ccd,star_rad,star_mass,teff,logg,SN,Qingress
780,229671380,0.01,1,252.1260063,74.76380802,11.0672,2392.58,3.93889,5.83947,3838.65,40,3,3,2.1323545,1.11,5904.4,3.84079,45.2942,0.344668
781,229742722,0.01,1,279.8316153,69.52292495,9.93689,1714.56,11.5812,4.55147,2981.75,15,3,2,1.431173,1.291,6279.55,4.25577,19.79558,0.222239
782,229750058,0.01,1,280.6792025,66.30291716,11.7204,1937.53,10.181,3.198,10282.8,23,3,2,1.02376091,0.97,5450,4.41759,32.49937,0.943386
783,229770036,0.01,1,282.1741882,70.83969714,10.6666,1817.21,2.14206,2.13469,545.382,19,3,2,0.841694832,0.706,4567.03662,4.39248,7.971702,0.0486
784,229938290,0.01,1,287.6809809,64.15334199,9.2742,1871.09,1.41987,1.30585,465.211,21,2,1,0.984511,0.94,5406,4.42475,9.731033,0.0543
785,230001847,0.01,1,290.6199861,60.85386116,11.2347,2392.69,2.99368,6.80215,1253.11,40,2,1,3.039337,,4826.9,,13.87103,0.216723
786,230017324,0.01,1,291.4651496,61.77625295,10.6355,1691.31,9.68288,2.86731,1863.33,14,2,1,0.6981425,0.74,4784.18,4.56182,7.620564,0.107543
787,230017325,0.01,0,291.4691838,61.77610631,10.3843,2398.87,9.69086,3.11659,1341.63,40,2,1,3.44462132,1.11,5996,3.39369,9.447215,0.123764
788,230088370,0.01,1,247.3569003,71.50585075,10.1772,1695.36,12.1008,5.817,2861.01,14,3,4,1.57128572,1.38,6557.6665,4.18374,18.85713,0.278074
789,230127302,0.01,1,251.1164875,70.429639,11.1802,1688.93,18.6536,3.90014,1464.04,14,3,4,0.862635,0.868,5148,4.49143,7.404446,0.132541
790,230377505,0.01,1,285.2057355,60.23389142,10.486,2430.12,13.9725,9.42238,1512.48,41,2,1,1.02942717,0.994,5443.9,4.46568,9.664777,0.400063
791,230386397,0.01,1,285.7858728,64.22997953,11.2011,1846.36,19.5051,5.03385,2540.65,20,2,1,0.6051311,0.67,4562.89,4.56,15.84644,2.51693
792,230982885,0.01,1,24.60440283,-55.77209076,9.9696,1355.49,2.07276,2.59564,13517.8,2,3,1,1.16860557,1.01,5563.7,4.33774,295.1627,0.278494
793,231081369,0.01,1,68.07365172,-66.91636648,11.7349,1543.53,7.63241,2.02425,4625.62,9,4,1,1.48728,,6338.30273,,16.66659,0.686935
794,231630147,0.01,1,317.1593989,-55.5650657,11.943,2038.95,7.06731,3.7699,11374.1,27,2,4,1.735739,1.01,5478.75,4.01502,33.01028,1.21247
795,231670397,0.01,1,319.9496108,-58.14888695,9.8638,1327.67,4.08745,5.58523,3595.34,1,2,4,2.313945,1.16,5922.3,3.81034,70.21899,0.317302
796,231736113,0.01,1,82.12795773,-48.40897299,11.4266,2175.93,21.1503,4.12015,4930.13,32,3,4,1.20048881,1.34,6648.265,4.35643,26.65121,0.314404
797,232038798,0.01,1,96.74464225,-46.82145179,11.3187,2177.37,4.15371,1.84963,10824.4,32,3,4,1.11524808,1.15,5976.3335,4.42529,40.11077,0.747289
798,232540264,0.01,1,227.8704755,71.84095086,8.4724,1687.64,15.9223,4.69375,622.046,14,3,4,1.08010423,1.02,5707.55,4.38315,12.91183,0.204694
799,232568235,0.01,1,247.667166,49.04652482,9.75874,1956.09,0.352442,0.896296,364.824,24,3,3,0.883956,0.947,5462.3,4.50746,11.25273,0.0856
800,232603560,0.01,1,257.6674068,60.02842054,11.9824,2589.77,14.4186,6.47819,2384.91,47,3,1,2.020568,1.05,5631.94336,3.88993,13.19421,0.288089
801,232612416,0.01,1,259.0236191,63.10595604,11.1153,1687.12,4.35975,2.32359,5570.3,14,3,1,0.9050367,0.891,5114.34229,4.50479,41.84462,0.25907
802,232641326,0.01,1,281.4491427,56.38169393,11.5816,1988.53,17.863,5.36122,10923.3,25,2,2,1.57465017,1.54,7107.6665,4.19824,24.55612,1.46042
803,232679662,0.01,1,282.4745335,55.26642551,10.3018,2394.43,7.85168,7.18185,22756.6,40,2,2,,,5247.967,,93.54424,2.63381
804,232967440,0.01,1,197.6823439,70.76841019,10.2938,1688.72,7.06407,2.53619,7939.53,14,4,1,0.9080669,0.917,5429.567,4.44007,78.10381,0.454628
805,232967666,0.01,1,198.1532158,71.61812706,10.3874,1871.52,9.80163,1.32245,1375.86,21,4,1,1.10433233,,6165.105,,9.407788,0.0476
806,232976128,0.01,1,200.5617346,66.30873251,10.2108,1694.38,13.0811,2.94309,1195.42,14,4,1,0.9288192,0.952,5621,4.41707,10.29628,0.0974
807,232982558,0.01,1,241.7639438,67.87772921,9.98671,1931.21,21.0818,5.96791,524.16,23,3,4,1.613299,1.063,5834,4.043,7.916891,0.14694
808,232982938,0.01,1,241.5624123,69.62169907,11.1315,1936.28,9.09619,4.79876,2872.25,23,3,4,1.5750488,1.04,5759.75,4.06758,19.4741,0.297215
809,233059608,0.01,1,269.8072281,64.1425771,6.895,1683.65,1.4414,1.71915,1405.78,14,3,1,1.53943551,1.38,6704,4.17863,18.07721,0.859576
810,233087860,0.01,1,272.2039491,60.67819001,9.9469,1684.36,5.74921,1.85823,1094.95,14,2,2,0.6339331,0.71,4681.357,4.60863,10.75498,0.0657
811,233120979,0.01,1,273.5294067,62.85825625,10.6479,1685.83,5.96321,3.16631,9957.34,14,3,1,0.942541,,5759.70752,,66.77919,0.441133
812,233390838,0.01,1,301.5592895,59.49086382,9.53591,1718.05,12.8949,2.61486,11029.3,15,2,1,1.72948182,1.407,6477.6,4.13041,71.94741,1.30743
813,233503636,0.01,1,251.2356486,77.34403915,11.5906,2581.58,3.40318,2.07784,1576.54,47,3,3,1.72479069,1.17,5955.3335,4.06274,7.881667,0.685503
814,233541860,0.01,1,281.1981946,62.68539965,9.9592,1711.6,0.266655,1.30574,332.964,15,2,1,0.6328666,0.63,4154.02539,4.53258,11.59389,0.0506
815,233681149,0.01,1,260.364977,65.01187332,10.8037,1683.69,8.58245,4.6696,1935.49,14,3,1,0.9082718,1.081,6131.17627,4.48275,17.01135,1.94583
816,233684822,0.01,1,260.9032015,64.86223562,9.89947,1685.5,4.67663,1.99662,859.406,14,3,1,1.470611,1,5573,4.11487,12.55509,0.0526195
817,233720539,0.01,1,276.3792713,63.4881004,10.8946,2392.12,2.55543,5.37051,6311.36,40,3,2,2.48946071,1.31,6366,3.76544,57.36031,0.390515
818,233735068,0.01,1,277.476887,61.04946493,10.0194,1683.63,7.68865,4.89286,4624.34,14,2,2,3.22056222,,5147.3335,,34.47883,1.63367
819,233823679,0.01,1,303.549104,54.69428833,11.4682,2422.55,2.75824,3.09384,4545.29,41,2,4,1.21405792,1.035,5400,4.32015,30.60896,0.186334
820,233951353,0.01,1,305.4131065,58.14118682,9.48477,1739.61,11.037,6.13534,595.014,16,2,1,1.28229427,1.067,5757.64258,4.27782,8.155354,0.14229
821,233953967,0.01,1,305.3951158,56.46262586,10.3589,2424.7,5.53534,8.49442,2931.36,41,2,1,3.81787252,1.291,5676.4,3.48785,24.40895,0.933515
822,233964642,0.01,1,36.49875014,-63.64754722,9.5498,2064.84,13.0845,1.88469,8950.3,28,3,4,1.59924376,1.18,6090.233,4.12083,52.21854,0.942345
823,234519192,0.01,1,14.55169121,-64.76160809,8.0674,1354.31,1.16313,1.81879,556.748,2,3,1,4.17103434,1.4,6519.19,3.36724,19.02667,0.909395
824,234994474,0.01,1,350.0313524,-60.06517904,9.22978,1326.03,1.40149,1.22276,591.982,1,2,2,0.7027539,0.58564,3661.79,4.65374,14.91739,0.0269
825,235037761,0.01,1,353.82678,-64.56178342,9.8567,1326.07,6.24054,1.56054,9008.87,1,3,1,0.8052601,,4205.4375,,55.79025,0.780269
826,235902467,0.01,1,289.7507092,82.8752616,11.2056,2398.95,12.2748,3.61481,13289.4,40,3,3,1.08307433,1.009,5513.6665,4.40316,65.37754,0.40528
827,235937532,0.01,1,293.9146821,81.5547932,10.5352,2390.94,3.73227,5.73303,3342.69,40,3,3,2.75330925,1.36,6515.957,3.67585,33.28109,0.620314
828,236312126,0.01,1,240.5493596,28.16956101,10.5484,1956.52,3.94142,2.95836,19860.2,24,1,4,0.9872864,1.023,5517.6665,4.52123,181.3497,0.356812
829,236387002,0.01,1,244.4300231,26.3041816,10.3978,1958.68,7.20086,2.03738,53150.6,24,1,4,0.4983,0.496373,3923.25,4.73889,211.2912,0.568279
830,236445129,0.01,1,314.2684944,31.66100824,11.4373,1711.4,0.968998,2.49138,13451.7,15,1,3,1.38172936,1.3,6369.3335,4.25113,90.01293,0.27444
831,236714379,0.01,1,239.2016124,65.88900798,10.794,1683.75,1.01807,1.39836,2857.29,14,3,4,1.11489332,0.952,5392,4.33923,30.31651,0.699181
832,236815160,0.01,1,283.637491,59.76306598,10.7967,2391.55,2.53485,2.28679,5336.66,40,2,1,,,5009.55,,46.62339,0.551903
833,236887394,0.01,1,303.3817402,65.16208081,11.8478,1766.01,1.42004,1.61539,24170.1,17,2,1,0.8283473,0.804,4742.02344,4.57248,131.2361,0.296467
834,237086564,0.01,1,307.3958855,61.55043263,11.0278,1766.26,1.87142,1.69989,1102.87,17,2,1,0.68923,0.66,4320,4.5079,10.90443,0.0949
835,237104103,0.01,1,241.3233637,70.18985053,10.9585,1929.58,4.53745,3.97492,4243.19,23,3,4,1.54583955,1.02,5617.025,4.10223,33.28166,0.226572
836,237184773,0.01,1,283.4897823,37.3806364,8.0348,2392.72,6.50095,5.5483,4523.96,40,1,2,2.06851888,,5485,,104.4899,0.356911
837,237185205,0.01,0,283.5266903,37.72002396,9.7831,2394.22,15.7342,3.37541,3140.17,40,2,3,2.27080083,1.46,6586.83,3.91431,20.3199,1.68771
838,237200747,0.01,1,293.0327081,74.89113284,11.463,1687.05,14.3037,3.23028,46422.9,14,3,2,0.786345243,0.843,5056.56,4.52777,136.4392,0.530225
839,237222864,0.01,1,296.2443284,74.06273705,9.1416,1691.66,10.2901,1.53399,1001.88,14,3,2,0.8625608,0.86,5138,4.49772,9.190461,0.0437
840,237808867,0.01,1,104.4799028,5.748036131,9.792,2201.76,0.56739,1.57647,770.793,33,1,3,9.78485,,5025.6665,,19.1176,0.0411639
841,237885040,0.01,1,20.41043399,-64.87568297,11.8933,2063.23,5.6604,1.69993,8444.82,28,3,1,1.15397584,1.05,5859.75,4.31009,22.43856,0.697833
842,237913194,0.01,1,22.44565258,-60.73995491,11.4864,2092.76,7.58318,2.09409,8357.25,29,3,1,1.15248382,1.02,5632.525,4.34129,28.17009,1.04705
843,237924601,0.01,0,57.55372119,-63.05379898,11.7497,1354.72,1.00235,0.67034,2240.75,2,4,1,0.874822,,5000.85,,11.57219,0.33517
844,237928815,0.01,1,57.99957647,-59.88258311,10.2036,2092.47,19.0074,2.07142,995.533,29,3,4,0.906012654,,5339.3667,,7.310669,0.0583
845,238004786,0.01,1,102.5684188,-53.00564511,10.5958,1364.68,14.3928,13.1937,1866.73,2,4,4,0.80512923,0.8,4882.7,4.52084,13.19001,0.501472
846,238059180,0.01,1,104.138381,-53.54549282,10.0139,2092.34,15.3406,1.36825,1375.72,29,4,4,2.67256,2.13,8681,3.91259,8.834603,0.0633
847,238061845,0.01,1,104.1213139,-50.15793052,9.6668,2202.73,1.6847,2.01369,835.986,33,3,4,4.936361,,4959.68,,12.8652,0.349427
848,238086647,0.01,1,104.9582957,-49.50717944,8.4633,2229.63,1.35245,0.608917,310.013,34,3,4,1.33196831,1.07,5809.875,4.24435,8.536385,0.0103444
849,238176110,0.01,1,357.8452142,-70.15285455,11.0443,1326.69,2.79858,2.35392,16620.9,1,3,2,0.8437215,0.81,5041.4,4.43167,161.8897,0.285973
850,238197638,0.01,1,57.48896998,-72.79378746,11.7874,1632.4,14.5444,4.67097,3177.72,12,3,4,2.24476743,1.17,5938.5,3.81751,16.5288,0.233284
851,238197709,0.01,0,57.26551849,-72.94740791,10.3001,1635.74,13.7227,3.35816,5497.96,12,4,2,1.98427093,1.15,5771.9,3.95789,33.77992,1.67908
852,238374636,0.01,0,120.8378494,-51.34572354,9.697,2229.23,1.32375,4.66975,3050.35,34,3,4,3.36545563,1.08,5050.8,3.51946,72.32426,2.33487
853,238542895,0.01,1,121.8524387,-49.60302454,11.8225,2232.13,8.3863,4.58015,12553.7,34,3,4,1.04929483,1.15,5757.5,4.47932,24.82577,0.615619
854,238597883,0.01,1,122.1782239,-48.80285124,9.1355,2229.55,3.57757,2.93471,501.603,34,3,4,2.1504,2.34,8500,4.14225,13.82674,0.0742
855,239154970,0.01,1,113.1842378,33.83503278,10.7131,1845.99,3.47447,4.35531,12126.9,20,1,4,1.60788894,1.4,6650.42,4.13909,148.43,0.4105
856,239332587,0.01,1,311.2670799,44.49906761,8.72762,2420.56,0.926277,0.949443,1029.69,41,1,1,0.425169,0.419577,3573,4.80376,32.46292,0.0371
857,239816546,0.01,1,87.18807221,32.08411174,11.9775,2500.74,2.98874,2.97609,15460.5,46,1,4,1.04469585,1,5699.19971,4.33854,90.11999,0.307495
858,240148934,0.01,0,101.3820736,31.46565516,10.3135,2474.74,2.02379,3.72489,1748.41,46,1,3,1.50025558,1.37,6437,4.23532,38.22823,1.86244
859,240681314,0.01,1,9.458791694,51.28876641,10.6496,1765.65,2.73253,2.2281,9248.21,17,2,1,1.653745,1.419,6405.5,4.17494,72.17191,1.02054
860,240968774,0.01,1,19.11392939,49.23377998,10.5977,1766.98,5.97733,1.38258,1576.82,17,2,4,0.490737,0.488826,4015.50244,4.74552,8.085054,0.0562
861,241173474,0.01,1,116.1072936,43.00919653,10.388,2587.2,11.4717,4.18295,4729.14,47,1,1,1.35459948,1.217,5948.575,4.33628,37.26007,0.308183
862,241196395,0.01,1,153.5498559,29.08556932,9.61433,1871.71,2.09358,0.853,2339.75,21,1,4,1.23818088,1.301,6375.47,4.3758,23.0305,0.4265
863,241225337,0.01,1,93.55853277,53.13617141,9.75149,1842.64,1.83279,1.46268,502.107,20,2,3,1.02834964,0.982,5441,4.44006,7.943036,0.0378
864,242083025,0.01,1,201.642314,-39.62989999,10.7892,2307.49,0.646812,1.05216,1095.81,37,1,1,1.73437536,1.36,6308.3335,4.10356,18.58573,0.04
865,242120884,0.01,1,209.9827569,-43.32732199,9.0492,2334.47,0.622875,0.877007,535.936,38,1,1,2.37910271,1.37,6390.69531,3.84813,18.88446,0.0192377
866,242536549,0.01,0,215.1456093,-41.98330169,9.5187,2334.21,0.692412,1.18676,1022.77,38,1,2,1.89156854,1.4,6422.097,4.04772,26.0655,0.593381
867,243014114,0.01,1,60.79282998,16.34743372,11.2723,2450.85,19.5239,4.75642,1496.5,42,4,3,0.669162631,0.66,4430.37,4.49725,9.088781,0.162356
868,243185500,0.01,1,16.6540615,19.22587831,10.8858,1766.93,15.5335,1.85643,3369.05,17,1,3,0.369306,0.356472,3954.75,4.85532,11.92527,0.291103
869,243200602,0.01,1,203.1059837,-42.47526796,10.491,1607.59,11.5517,3.7216,10388.2,11,2,4,1.04693949,0.99,5537.6665,4.38373,70.98689,0.403197
870,243244680,0.01,1,136.5739855,19.40223645,9.66896,2517.37,19.4932,3.97217,1645.82,46,4,4,1.40305209,1.158,6027.467,4.2324,28.7479,0.760189
871,248075138,0.01,1,192.9814917,-42.07363747,11.3728,1569.83,4.98144,2.84117,18167.8,10,2,3,0.9151212,0.92,4901.75,4.61012,90.87808,0.371267
872,248250955,0.01,1,264.7151164,-47.63501142,11.9251,1625.1,0.301063,0.524649,1805.01,12,1,2,0.286178,0.260928,3264,4.94132,9.095093,0.0372
873,248387177,0.01,1,19.1306756,-0.290049199,11.2415,2117.4,15.4157,3.96879,5261.95,29,1,3,0.787314534,0.89,5170,4.6039,19.62987,0.246605
874,248434716,0.01,1,77.40362722,-5.671108938,11.0057,2174.76,0.739459,0.647777,1712.78,32,1,2,0.8508264,,5100.25,,19.58434,0.024
875,248434780,0.01,1,77.3144113,-5.557430875,11.7884,2183.65,12.8643,4.77783,6907.98,32,1,2,1.85197425,0.98,5365,3.90566,19.10361,1.35149
876,249067445,0.01,0,79.43245467,-0.370101496,8.95699,2174.79,0.831253,2.89438,434.97,32,1,2,1.82076,2.241,8476.25,4.26801,19.17772,1.44719
877,250386181,0.01,0,30.11436667,-4.985566067,9.89377,1412.37,1.47026,1.39121,2500.95,4,1,4,1.087429,1.247,6273.275,4.46567,33.66534,0.695607
878,250484865,0.01,1,94.2055542,-2.928875488,8.7973,2202.41,0.761799,2.62578,205.032,33,1,2,1.14051962,1.11,5928.5,4.39303,11.6071,0.0384713
879,251094370,0.01,1,37.93854324,-5.514906427,11.2571,2147.89,5.16601,3.01966,1263.53,31,1,1,1.10279834,1.08,5885,4.37728,8.593823,0.129063
880,251848941,0.01,1,7.301262525,-30.45374026,10.42,1360.24,6.55877,2.2783,1539.83,2,2,3,0.648709834,0.68,4368.4375,4.63043,11.94301,0.155218
881,252479260,0.01,1,155.6816352,50.12835096,9.007,1871.63,3.21221,2.85168,13898.6,21,2,4,1.08280456,0.93,5275.7,4.37098,269.6748,0.32537
882,253132689,0.01,1,194.7698231,-57.25362704,10.3345,2309.41,3.21914,2.33441,1078.94,37,2,1,1.68430662,1.01,5418,3.99738,10.72756,1.16721
883,253434221,0.01,1,196.7336067,-58.11070993,10.0865,2335.81,7.49987,1.99641,3222.39,38,2,1,1.99724567,0.9,4979.25,3.83038,16.02371,0.998204
884,253728991,0.01,1,282.1404385,-40.11174441,11.5247,1654.03,2.98296,3.09946,5861.5,13,1,4,1.23975,,5803,,34.30145,1.54973
885,253990973,0.01,1,284.6887645,-41.24217401,9.7345,1654.25,0.540908,1.59895,386.808,13,1,2,1.13151085,1.04,5610.3,4.38679,14.34672,0.0563
886,254113311,0.01,1,286.3759317,-41.43752286,10.1429,2042,8.34936,2.0359,17842.5,27,1,2,0.6889129,0.66,4341.4,4.5169,86.00357,1.01795
887,255704097,0.01,0,99.11516193,-50.29744431,10.6237,2174.83,6.01494,1.51137,4777.77,32,3,4,1.50366366,1.8,7836,4.28817,16.62036,0.367395
888,255760319,0.01,0,99.71458046,-53.10752366,8.9944,1471.53,3.60066,5.44131,507.813,6,4,4,2.137755,1.16,5920.43359,3.87872,13.88816,2.72066
889,255930614,0.01,1,247.6234104,38.34730858,7.6262,1957.55,2.87593,3.22746,2913.62,24,1,1,1.46756482,1.14,6075.75,4.16601,133.7437,0.181507
890,256364928,0.01,1,300.1821377,22.71085328,6.8481,2422.09,2.21857,1.79527,25818.1,41,1,4,0.780118,0.84,5014.84229,4.58208,1148.763,0.382764
891,256621916,0.01,1,300.4883193,60.2464387,10.4243,2420.99,1.41348,1.5541,2589.29,41,2,1,,,5869,,30.67807,0.777052
892,256783784,0.01,1,329.4015648,36.32159259,9.4653,1739.76,6.10936,2.34453,749.977,16,1,4,0.965259433,0.99,5459,4.51246,11.51035,0.0613
893,256886630,0.01,0,329.3850204,41.4495095,8.26618,1739.74,2.03586,3.3448,209.141,16,1,1,2.68092,2.273,8493.5,3.9381,8.754328,0.12129
894,257060897,0.01,1,227.5319605,72.71034644,11.2633,2393.42,7.32008,4.84611,7837.03,40,3,4,1.90033722,1.11,5988,3.93219,51.92637,0.592156
895,257241363,0.01,1,112.0181354,30.3224034,8.2558,1848.03,5.58695,2.93143,1855.09,20,1,4,0.9397815,0.93,5380,4.46096,42.3522,0.112182
896,257567854,0.01,1,52.81802906,-23.81967822,11.185,1411.9,3.53276,3.42061,10560.7,4,2,3,1.20248663,1.17,6060.9,4.35436,72.20117,0.299496
897,257605131,0.01,1,62.96644592,-37.93978324,10.2666,1412.06,20.9439,3.80353,2173.53,4,3,1,0.834424257,0.96,5530.25,4.55516,9.77232,0.156214
898,257774438,0.01,1,16.46227709,11.75342812,8.97055,2476.59,15.3725,3.47261,435.86,43,3,1,1.1215291,1.147,5902.7,4.44514,7.255149,0.0752
899,258402425,0.01,0,274.4165927,23.91775334,9.87437,2391.22,0.675325,1.18773,478.497,40,1,4,2.6142323,,4877.27,,11.11364,0.0322
900,258510872,0.01,1,304.6652174,66.15597068,11.9742,1958.25,6.54463,4.29704,6694.62,24,2,1,1.85584915,1.2,5349,4.02733,27.66899,0.554088
901,258777137,0.01,0,286.7473992,71.71230205,9.9478,1686,5.92929,3.29062,13910.6,14,3,2,1.06469,,5095.6333,,81.86529,0.704787
902,258801269,0.01,1,287.0250388,66.29075046,10.938,2391.87,5.49549,2.80323,1287.15,40,3,2,1.64832914,1.11,5917.5,4.06315,12.6727,0.0943
903,258804746,0.01,1,37.76366706,8.381993962,9.5209,2144.61,0.224229,0.928482,491.012,31,1,4,0.667810559,0.64,4096.56738,4.58376,19.91239,0.228432
904,258920431,0.01,1,288.4658515,66.3478986,11.7489,2390.76,5.98066,5.58097,3736.16,40,3,2,1.78145659,0.99,5484,3.96385,25.10201,0.985602
905,259126549,0.01,1,291.4118396,69.1130073,10.9828,1957.42,7.38445,4.64613,22494,24,3,2,1.42918,,6149.21973,,108.9129,1.07609
906,259129875,0.01,1,291.880214,68.01466189,10.5896,2390.74,0.439019,0.79213,628.202,40,3,2,2.28753853,1.58,7035.9,3.9053,12.08139,0.0584
907,259230140,0.01,1,223.193762,-68.66648385,9.657,2340.07,14.3235,6.32632,1545.44,38,2,1,1.62170732,1.77,7347.21973,4.27063,23.51179,1.22189
908,259353953,0.01,1,113.9608835,-15.49943347,10.0634,2229.2,1.46107,1.09209,984.14,34,2,4,1.56703222,1.944,7865,4.28238,15.36252,0.0317495
909,259377017,0.01,1,68.41550094,-51.95623229,10.4981,1389.5,11.3203,1.63336,3697.27,3,3,4,0.374358,0.362274,3886.155,4.85053,20.67574,0.0867
910,259389219,0.01,1,68.80383915,-51.3965537,11.2486,2116.17,2.32453,2.16532,1957.34,29,3,4,2.08358526,1.03,5713.6665,3.82946,15.27411,1.08266
911,259511357,0.01,1,70.77517926,-50.21969291,8.4332,1382.22,2.47701,1.00075,381.682,3,3,4,1.36995864,1.15,6016,4.25099,10.3941,0.0183
912,259592689,0.01,1,72.97694437,-53.83058871,10.1672,1439.65,14.7756,9.23873,4257.51,5,3,4,0.978170633,0.89,5160.6665,4.42833,37.92385,0.547694
913,259701242,0.01,0,74.46626891,-53.81788746,8.235,1438.87,2.4829,2.88624,168.277,5,4,1,0.988514245,1.1,5927.967,4.51185,8.801233,0.0499
914,260043723,0.01,1,91.60855043,-58.95365548,8.735,1327.07,3.13777,5.6922,499.392,1,4,4,1.60177684,1.26,6217.925,4.157,12.97778,2.8461
915,260128333,0.01,1,92.13319962,-59.54113338,11.4881,1416.5,14.5906,7.23913,4169.5,4,4,4,1.36199355,1.02,5977,4.08406,19.51643,0.880451
916,260130483,0.01,1,92.30512308,-55.4035495,10.6361,2044.9,11.5261,7.39268,2359.08,27,4,4,1.71889126,0.98,5556,3.92518,17.63426,0.320153
917,260304296,0.01,0,94.61560979,-57.01352876,9.1099,1325.78,0.512586,1.69016,5537.19,1,4,4,1.52631521,1.45,6747.63,4.21768,97.79456,0.845082
918,260417932,0.01,1,95.94124542,-54.57817486,10.7378,2184.08,12.7158,5.82862,704.412,32,4,4,0.654138446,0.7,4630.035,4.55169,7.370173,0.18799
919,260647166,0.01,1,186.5745484,-51.36283725,8.6522,1572.39,14.1549,3.08233,841.205,10,2,2,0.9077142,1.02,5603.45,4.57347,10.78185,0.116058
920,260708537,0.01,1,98.45821571,-58.52845816,9.36854,1364.8,14.4715,5.35264,786.829,2,4,4,0.426676,0.421238,3470,4.8024,8.784354,2.67632
921,260985861,0.01,1,76.63538783,-80.76810648,10.8727,1597.94,3.34044,4.23083,9510.81,11,4,2,,,5095.6333,,35.05296,0.405482
922,261108236,0.01,1,83.27608665,-80.81567449,11.8835,1658.78,16.3481,3.02818,2455.28,13,4,2,0.546457946,0.64,4265.26,4.61894,8.093587,0.142886
923,261136679,0.01,1,84.291188,-80.4691198,5.1054,1325.5,6.2675,2.97585,301.808,1,4,2,1.17441428,1.1,5960.5,4.3589,28.29154,0.0634
924,261257684,0.01,1,89.37231506,-83.13020375,10.846,1626.97,10.8754,2.93112,1680.61,12,4,2,0.532439,0.529185,4012.86,4.70914,8.968551,0.106764
925,261258875,0.01,1,89.73081901,-79.74347508,9.2691,2146.95,2.58443,2.54458,338.456,31,4,2,2.73373342,1.4,6279.8,3.7348,7.919991,0.0551
926,261369656,0.01,1,292.6046957,-46.27794894,10.5024,2039.14,10.957,3.33137,3855.65,27,1,2,2.015119,1.31,6377.3335,3.92404,22.74222,1.66569
927,261867566,0.01,1,227.6590235,-71.36145445,10.5721,1628.35,3.73949,2.00456,15629.8,12,2,1,0.967627168,0.93,5408,4.4064,89.08868,0.609351
928,262435954,0.01,1,73.55426425,1.23379459,10.6827,2174.69,2.64739,2.85952,568.299,32,1,2,1.17755449,1.028,5547,4.34491,9.960263,0.0688
929,262530407,0.01,1,20.43912639,-46.71437969,9.49275,1356.15,2.85306,1.25832,1518.05,2,2,2,0.517786,0.515356,3867.75,4.72187,19.13607,0.048
930,262715204,0.01,1,349.3842811,1.300298055,11.2451,2450.65,14.2822,2.60377,2138.17,42,2,3,0.821977735,0.868,4993.88,4.6011,8.190762,0.106798
931,262746281,0.01,1,141.1079428,5.766244003,9.74179,2526.94,16.1797,6.59076,2312.05,46,1,4,1.63894582,1.072,5802.125,4.04414,40.91634,0.298477
932,262880065,0.01,1,225.315324,40.94676227,10.446,1938.8,13.955,3.10494,1001.58,23,3,2,0.813544,,5055.265,,8.607839,0.0872
933,263003176,0.01,1,12.54126979,-83.74389828,7.4371,1336.56,14.3396,4.62777,402.208,1,3,3,1.13742,1.23,6295.7,4.41613,17.37878,0.0851
934,263075864,0.01,1,17.1950645,-78.17313859,11.5884,2037.59,4.8108,3.23429,20994.5,27,3,3,1.44962347,,5860.305,,56.1469,0.433904
935,263179590,0.01,1,95.41622173,11.2517342,10.844,2204.42,3.73788,3.01459,1342.11,33,1,3,1.32830453,1.084,5785.5,4.25146,13.1778,0.0994302
936,264544388,0.01,1,326.4378309,79.61385982,8.43389,1816.29,0.972626,4.10609,274.61,19,3,3,1.41243589,1.538,7073.66,4.29542,10.0315,1.26301
937,264678534,0.01,1,325.1865933,84.3334897,7.5825,1845.1,16.1983,3.11696,891.811,20,3,3,0.78842777,0.85,5052.18,4.58292,24.13048,0.382917
938,265077027,0.01,1,127.1783843,4.038552311,10.6596,2229.96,4.7958,1.99429,6619.18,34,1,3,1.29795253,1.08,5782.5,4.2812,36.70734,0.997143
939,266593143,0.01,1,324.5363798,30.48873488,9.7525,1719.48,10.338,4.06302,17533,15,1,4,0.9225637,0.92,5135.6665,4.55466,201.0223,0.496261
940,266980320,0.01,1,349.5567912,-56.90389885,9.179,1329.2,6.0357,2.22122,1709.86,1,2,2,1.06919074,0.97,5493.5,4.38107,29.36658,0.282323
941,267263253,0.01,1,7.328969645,-76.30406202,9.2205,1325.78,4.12689,4.5053,9967.9,1,3,2,1.56583881,1.46,6698.23,4.20107,255.1996,0.396333
942,267489265,0.01,1,298.7813369,54.7815345,9.2293,1711.59,1.54921,2.80002,403.942,15,2,1,1.81576335,1.882,7851,4.17361,10.57227,0.0532
943,267527924,0.01,1,114.0507398,-48.06350977,10.1853,2230.53,1.80936,3.04675,866.761,34,3,4,,,5354.5,,17.68802,0.0893
944,268334473,0.01,1,272.4061335,86.85964563,9.52636,1818.09,16.7319,4.97096,1207.07,19,3,3,1.01332724,1.031,5676.533,4.44767,18.51717,0.154702
945,268371979,0.01,1,105.0630731,-2.347448902,10.5153,2204.36,2.78285,2.93745,2115.57,33,1,1,60.5165,,4368.05029,,14.9488,1.46872
946,268403451,0.01,1,277.4788709,85.23321545,10.0521,1985.8,2.86414,2.82423,8877.42,25,3,3,1.58476782,1.139,5877.25,4.12697,156.2397,0.521911
